,Hotels,Prices,Descriptions,Full_Descriptions
40,Ilunion Barcelona,"€ 1,403",Beds: 1 double or 2 singles,"Located 10 minutes away from Bogatell Beach in the 22 district, the modern Ilunion Barcelona features a rooftop swimming pool, sun terrace, and a gym. The CCIB Conference Centre is 2 km away. Free WiFi is available.

Rooms at Ilunion Barcelona feature air conditioning, a desk and a TV. The private bathroom includes a hairdryer and free toiletries. A safe and minibar are provided. Superior rooms also feature a furnished terrace with sea or city views.

This hotel is officially adapted for disabled guests. It has rooms adapted for people with reduced mobility or hearing/visual impairment, available upon request.

Ilunion Barcelona's restaurant serves breakfast and also offers an à la carte menu. The hotel has a bar and provides room service. A menu for guests with specific dietary requirements is also available.

Just a few minutes walk from the hotel is Rambla de Poblenou and Bogatell Beach, which are home to a wide variety of shops, bars and restaurants. The shopping centre is a 4-minute drive away and the Diagonal Mar shopping centre is an 8-minute drive away.

Ilunion Barcelona has pleasant, renovated common areas and free internet access. Private underground parking is available for an extra cost.

Llacuna and Poble Nou Metro Station is located less than 300 metres from the hotel. The bus stop of the line number 6 is located 50 metres from the hotel.

Gran Via is 15 minutes away by bus. There is a tourist bus stop near the hotel. Barcelona-El Prat airport is located 20 km away, with quick access to the Ronda Litoral."
41,Hotel Derby,"€ 1,141",Beds: 1 double or 2 singles,"Situated 300 metres from L’Illa Diagonal Shopping Centre, the Derby is a 20-minute walk from FC Barcelona’s Camp Nou stadium. Each air-conditioned room offers flat-screen satellite TV and free internet access.

The stylish Derby Hotel has an impressive collection of Catalan art, including pieces by Miró and Tàpies. Rooms have functional design and parquet flooring. They all include a safe and a minibar.

Hotel Derby features Italian pizzeria Santa Napoli and cocktail bar with Peruvian nuances Lima Bruja.

Located just 10 metres away, the Gran Derby Hotel allows guests access to its gym and swimming pool. Hospital Clinic Metro Station is 800 metres away, while the Feria Trade Fair in Plaza Espanya can be reached in a 20-minute walk."
42,"Hotel Balmes, a member of Preferred Hotels & Resorts","€ 1,281",Beds: 1 double or 2 singles,"Balmes is located in central Barcelona, 5 minutes’ walk from the famous Passeig de Gràcia Boulevard. It offers a swimming pool, a gym/fitness center and modern rooms with satellite TV.

The air-conditioned rooms at Hotel Balmes feature parquet floors and smart, simple décor. They all come with a private bathroom, a flat-screen TV and free Wi-Fi.

B Bar, like the rest of the hotel, is decorated with works of African art.

Staff at the hotel’s 24-hour reception can help booking tickets for guided tours, live shows and other events. There is a computer in the lobby which guests can use for free.

Gaudí’s Casa Batlló and La Pedrera are both under 10 minutes’ walk from the hotel. You can walk to Las Ramblas and Barcelona’s charming Gothic Quarter in around 15 minutes."
43,Catalonia Diagonal Centro,"€ 1,284",Beds: 1 double or 2 singles,"Catalonia Diagonal Centro is set in the heart of Barcelona’s Eixample district, 300 metres from Diagonal Metro Station. It features a seasonal outdoor pool and free Wi-Fi throughout the hotel.

At the Catalonia Diagonal Centro, you can enjoy modern, comfortable accommodation next to some of Barcelona’s most popular sights. All hotel rooms have smart TVs, which are equipped with Chromecast app

Only 300 metres away on Passeig de Gràcia is La Pedrera, one of Gaudi’s famous creations. Take a stroll past the Modernista buildings to reach Plaça Catalunya and the lively Ramblas area.

Back at the hotel, relax in your stylish bedroom with contemporary wooden furniture and marble en suite bathroom. Watch satellite television or take advantage of the free wireless internet connection.

A short stroll from the hotel takes you to trendy Gràcia, with its bohemian shops and leafy squares, and a huge selection of bars and restaurants. Nearby metro and bus lines make it easy to see the whole of this cosmopolitan city."
44,Hotel Sant Agustí,"€ 1,194",Beds: 1 double or 2 singles,
45,Ibis Barcelona Plaza Glòries 22@,€ 965,1 large double bed,"Ibis Barcelona Plaza Glòries 22@ is located in Barcelona’s Glòries district, 500 metres from Torre Agbar. It offers a fitness centre, 24-hour bar and soundproofed rooms with a flat-screen TV.

All rooms at the Ibis Plaza Glòries have air conditioning and heating. They also have a private bathroom with a hairdryer. Free Wi-Fi is offered throughout.

The Hotel Ibis Plaza Glòries has a restaurant which serves a buffet breakfast. Rates with breakfast included does not include breakfast for children. Children under 12 can enjoy breakfast for 4 euros per person

Llacuna and Glòries Metro Stations are within 5 minutes’ walk from the hotel. From here you can reach Plaza Catalunya or Barceloneta Beach in under 10 minutes."
46,Hostalet de Barcelona,€ 690,1 double bed,"Free Wi-Fi and a TV are included in Hostalet de Barcelona’s bright, functional rooms. Hospital Clinic Metro Station is 300 metres away.

The Hostalet is a 15-minute walk from Passeig de Gràcia. This famous street is home to the Gaudi buildings, La Pedrera and Casa Batlló.

Hospital Clinic Metro Station offers direct trains to Sagrada Familia and Camp Nou Football Stadium. Provença Station is 800 metres away, and provides easy access to Plaza Catalunya Square.

Each simple, stylish room at the Hostalet has a private bathroom. Some rooms have a balcony, with views of the street or central patio. Guests receive a welcome gift of bottled water and a packet of biscuits."
47,Hostal Operaramblas,"€ 1,010",Beds: 1 double or 2 singles,"Hostal Operaramblas is situated less than 100 metres from Las Ramblas and Liceu Metro Station. This guest house features rooms with private bathrooms, a 24-hour front desk and free Wi-Fi.

The Operaramblas’ rooms offers simple décor with tiled floors. Each room has heating and a telephone.

The guest house has a drinks machine and sells snacks in the reception, where there is also a computer with internet access.

The guest house has an ideal location in the centre of Barcelona. It is 5 minutes’ walk from the Gothic Quarter, where there are a range of cafés, bars and restaurants. The city’s cathedral is 500 metres from the Opera and the Old Port is less than 10 minutes’ walk away."
48,Gran Hotel Havana 4Sup by Escampa Hotels,"€ 1,609",Beds: 1 double or 2 singles,"This elegant, design hotel is set in Barcelona’s city centre, 5 minutes’ walk from Plaza Catalunya. It features a sauna and a seasonal rooftop pool with a terrace.

The Gran Hotel Havana is located in Casa Fradera, a historic building dating from 1882. Rooms are decorated in a classic style and feature a marble bathroom. They come with a flat-screen TV and free WiFi.

The Grand Place restaurant serves traditional cuisine, and in summer guests can enjoy light meals on the hotel’s rooftop bar-terrace.

Please note that the rooftop bar-terrace may be closed to the public at certain times due to private events.

Girona Metro Station is 200 metres away while the stylish Paseo de Gracia is just 5 minutes’ walk from the hotel, with many shops, bars and restaurants."
49,Leonardo Boutique Hotel Barcelona Sagrada Familia,€ 962,Beds: 1 double or 2 singles,"Leonardo Boutique Hotel Barcelona Sagrada Familia is located just 15 minutes’ walk from Gaudí’s famous Sagrada Familia. It has a rooftop sun terrace with panoramic views of Barcelona and rooms with free Wi-Fi.

All modern, outward-facing rooms at theLeonardo Boutique Hotel Barcelona Sagrada Familia are equipped with air conditioning and heating. They have a flat-screen TV and the private bathrooms come with a hairdryer.

Leonardo Boutique Hotel Barcelona Sagrada Familia serves a daily buffet breakfast, and gluten-free meals are available on prior request. In summer, breakfast can be enjoyed on the terrace. There are also vending machines with snacks and drinks.

Staff at the hotel’s 24-hour reception can provide information about what to see and do in Barcelona. Clot Metro Station is 200 metres away, allowing you to reach the city centre in 10 minutes."
50,Travelodge Barcelona Poblenou,€ 856,1 double bed,"This modern hotel has 250 spacious and fully equipped rooms, a Snack-Bar open 24 hours where clients can enjoy a buffet breakfast, as well as light meals for lunch and dinner. It also has vending machines and private paid parking. All its facilities are perfectly adapted and accessible for people with reduced mobility.
It is a hotel with free and unlimited high-speed Wi-Fi in the common areas. Wi-Fi internet is available in the rooms at an extra cost.
Travelodge Barcelona Poblenou is a pet-friendly hotel that will be happy to offer you and your pet the best experience.
It is located in the traditional Poblenou neighborhood, within streets full of restaurants, bars and shops. One of the most charming neighborhoods in the city, and 600 meters from the Bogatell beach. Barcelona city center can be reached in 10 minutes by metro and Barcelona’s Port Olímpic, with its vibrant night life, is just a 20-minute walk away.
This is considered the most innovative neighborhood in the city. It´s in the heart of the 22@ District and concentrates a multitude of technology and R+D companies. Therefore, thanks to its location and facilities, it is also a perfect accommodation for business trips.
Travelodge Barcelona Poblenou offers all you need to have the best experience in Barcelona city."
51,Niu Barcelona Hotel,"€ 1,112",Beds: 1 double or 2 singles,"Located 600 metres from Plaza Reial in Barcelona, Niu Barcelona Hotel features an outdoor pool on the rooftop. Free WiFi is offered throughout the property

Every room at this hotel comes with a flat-screen TV; while the private bathrooms come with shower and hairdryer. Rooms are air-conditioned in summer and heated in winter.

There is a 24-hour front desk at the property. Guests benefit from a complimentary bottle of water upon arrival.

Portal de l'Angel is 800 metres from Niu Barcelona Hotel, while Plaça Catalunya is 900 metres from the property. The nearest airport is Barcelona El Prat Airport, 12 km from Niu Barcelona Hotel."
