,Hotels,Prices,Descriptions,Full_Descriptions
39,Europe Hotel Vieux Port,€ 942,1 double bed,"Located just 20 metres from the Vieux Port, this hotel offers air-conditioned rooms with free Wi-Fi access and satellite TV. It is in central Marseille, 100 metres from La Canebière.

Each guest room at the Europe Hotel Vieux Port is soundproofed. The rooms also feature work desks, a courtesy tray with a kettle and hairdryers are provided in the bathrooms.

The Europe Hotel serves a buffet breakfast until midday, fee for children under 6 years old and the property's staff can assist with restaurant recommendations. Additional facilities include luggage storage and a free internet access.

The Vieux-Port Hotel de Ville Metro Station is just 130 metres from the Europe Vieux Port hotel and the Saint Charles SNCF Train Station is a 15-minute walk away."
40,Studio L'Académie - Vieux Port & Cours Julien,€ 769,Managed by a private host,"Offering city views, Studio L'Académie - Vieux Port & Cours Julien is an accommodation located in Marseille, 400 metres from Saint-Ferreol Street and 1.2 km from Castellane Metro Station. The property is around 2.6 km from La Timone Metro Station, 1.9 km from Notre-Dame de la Garde Basilica and 1.8 km from Joliette Metro Station. The property is 700 metres from the city centre and 2.3 km from Plage des Catalans.

With free WiFi, this apartment provides a TV, a washing machine and a fully equipped kitchen with a microwave and toaster. Towels and bed linen are provided in the apartment. The accommodation is non-smoking.

Popular points of interest near the apartment include Vieux Port Metro station, Marseille Saint-Charles Train Station and Museum of European and Mediterranean Civilisations. The nearest airport is Marseille Provence Airport, 23 km from Studio L'Académie - Vieux Port & Cours Julien."
41,NOCNOC - Le Renversant,"€ 4,138","5 beds (2 doubles, 1 sofa bed, 2 large doubles)","Set in Marseille, near Saint-Ferreol Street, Castellane Metro Station and Vieux Port Metro station, NOCNOC - Le Renversant features free WiFi. The property is around 2.6 km from La Timone Metro Station, 1.8 km from Joliette Metro Station and 3.2 km from Palais du Pharo. The property is 700 metres from the city centre and 2.3 km from Plage des Catalans.

The spacious apartment has 4 bedrooms, a fully equipped kitchen with a dishwasher and an oven, and 3 bathrooms with a hot tub, a hair dryer and a washing machine. Towels and bed linen are offered in the apartment. For added privacy, the accommodation features a private entrance.

Popular points of interest near the apartment include Marseille Saint-Charles Train Station, Museum of European and Mediterranean Civilisations and Notre-Dame de la Garde Basilica. The nearest airport is Marseille Provence Airport, 23 km from NOCNOC - Le Renversant."
42,T1 Cocooning proche métro Baille,€ 623,Managed by a private host,"Situated in Marseille, 1 km from La Timone Metro Station and 1.6 km from Saint-Ferreol Street, T1 Cocooning proche métro Baille offers air conditioning. The property has inner courtyard views and is 2.5 km from Vieux Port Metro station and 2.5 km from Rond-Point du Prado Metro Station. Free WiFi is available throughout the property and Castellane Metro Station is 800 metres away.

This apartment has 1 bedroom, a kitchen with an oven and a microwave, a flat-screen TV, a seating area and 1 bathroom fitted with a shower. Towels and bed linen are available in the apartment. The accommodation is non-smoking.

Orange Velodrome Stadium is 2.6 km from the apartment, while Marseille Chanot Exhibition and Convention Centre is 2.9 km from the property. The nearest airport is Marseille Provence Airport, 24 km from T1 Cocooning proche métro Baille."
43,Beautiful flat in Vieux port,€ 842,Managed by a private host,"In the Castellane et Préfecture district of Marseille, close to Saint-Ferreol Street, Beautiful flat in Vieux port has a shared lounge, free WiFi and a washing machine. The property features quiet street views and is less than 1 km from Castellane Metro Station and a 7-minute walk from Vieux Port Metro station. The property is non-smoking and is set 2.3 km from Plage des Catalans.

The 1-bedroom apartment is fitted with a living room with a flat-screen TV with cable channels, a fully equipped kitchen with an oven and a microwave, and 1 bathroom with bathrobes. The unit at the property features a walk-in shower and a dressing room. The apartment offers bed linen, towels and laundry service.

A bicycle rental service is available at the apartment.

Popular points of interest near Beautiful flat in Vieux port include Marseille Saint-Charles Train Station, Notre-Dame de la Garde Basilica and Museum of European and Mediterranean Civilisations. The nearest airport is Marseille Provence Airport, 23 km from the accommodation."
44,{Désirée} * Proche centre * Clim,€ 750,Managed by a private host,"Located in Marseille, 600 metres from Joliette Metro Station and less than 1 km from Les Terrasses du Port Shopping Centre, {Désirée} * Proche centre * Clim offers air conditioning. The property is around 2 km from Museum of European and Mediterranean Civilisations, 1.8 km from Vieux Port Metro station and 2.8 km from Saint-Ferreol Street. The property is non-smoking and is set 1.3 km from Marseille Saint-Charles Train Station.

With free WiFi, this 1-bedroom apartment provides a flat-screen TV, a washing machine and a fully equipped kitchen with a dishwasher and oven. Towels and bed linen are provided in the apartment. For added privacy, the accommodation features a private entrance.

Dining options are available close to the apartment.

Castellane Metro Station is 3.4 km from {Désirée} * Proche centre * Clim, while Palais du Pharo is 3.8 km away. The nearest airport is Marseille Provence Airport, 21 km from the accommodation."
45,Mercure Marseille Centre Vieux Port,"€ 1,237",1 extra-large double bed,"Mercure Marseille Centre Vieux Port is located next to the WTC convention centre and the Jardin des Vestiges, and is just a 5-minute walk from the Vieux-Port. It offers air-conditioned accommodation with free WiFi access.

Rooms at the Mercure Marseille Centre are equipped with satellite and cable TV and a radio. Each room has a private bathroom with a hairdryer.

A full breakfast buffet is served every morning. Guests are invited to enjoy a drink and a light snack at the Marseille Centre’s bar, 1.13.

The Marseille Centre Mercure Hotel is 10 minutes' walk from Saint Charles TGV Train Station. It is easily accessible by the A7 motorway and a 25-minute drive from Marseille Provence Airport. Private parking is available at an extra cost."
46,Les Appartements du Vieux Port,€ 878,"2 beds (1 sofa bed, 1 large double)","Located in the centre of Marseille, Les Appartements du Vieux Port is 150 metres from the Old Port. The apartments offer free WiFi and a modern-style décor.

All apartments feature a flat-screen TV, a seating area and a wardrobe. The private bathroom includes a shower.

Guests can prepare their own meals in the kitchen, which is equipped with kitchenware, an oven and a fridge. A stove, a coffee machine are also provided, and some apartments have a dishwasher.

Les Appartements du Vieux Port is a 2-minute drive from the Opera and 170 metres from the Marseille Tourism Office. A large range of restaurants, cafés and shops can be found in the area."
47,Bail mobilité - Appart 1 ch Joliette & Vieux-Port,"€ 1,022",Managed by a private host,"Situated in Marseille, less than 1 km from Museum of European and Mediterranean Civilisations and a 6-minute walk from Les Terrasses du Port Shopping Centre, Bail mobilité - Appart 1 ch Joliette & Vieux-Port features city views and free WiFi. The property is located 2.4 km from Palais du Pharo, 2.9 km from Saint-Ferreol Street and 3.6 km from Notre-Dame de la Garde Basilica. The property is 1.3 km from the city centre and 2.6 km from Plage des Catalans.

The apartment features 1 bedroom, a fully equipped kitchen with an oven and a microwave, and 1 bathroom with a shower and a hair dryer. Towels and bed linen are available in the apartment. The accommodation is non-smoking.

Dining options are available close to the apartment.

Popular points of interest near Bail mobilité - Appart 1 ch Joliette & Vieux-Port include Joliette Metro Station, Vieux Port Metro station and Marseille Saint-Charles Train Station. The nearest airport is Marseille Provence Airport, 22 km from the accommodation."
48,Home Opéra,€ 886,Managed by a private host,"Set in the centre of Marseille, just 1.9 km from Plage des Catalans and 2.9 km from Fausse Monnaie, Home Opéra offers accommodation with city views and free WiFi. Popular points of interest nearby include Museum of European and Mediterranean Civilisations, Joliette Metro Station and Les Terrasses du Port Shopping Centre. Palais du Pharo is 1.8 km from the apartment and Notre-Dame de la Garde Basilica is 1.5 km away.

The spacious apartment features 1 bedroom, a flat-screen TV with cable channels, a fully equipped kitchen with a dishwasher and an oven, a washing machine, and 1 bathroom with a bath. Towels and bed linen are featured in the apartment. For added privacy, the accommodation features a private entrance.

Guests at the apartment will be able to enjoy activities in and around Marseille, like windsurfing, diving and hiking.

Popular points of interest near Home Opéra include Vieux Port Metro station, Saint-Ferreol Street and Castellane Metro Station. The nearest airport is Marseille Provence Airport, 22 km from the accommodation."
